texto,nivel
") 200 g de salmón fresco (limpio) 100 g de salmón ahumado 750 ml de leche 90 g de harina 1 yema de huevo harina, huevo batido y pan rallado (para rebozar) aceite de oliva virgen extra Elaboración Trocea el salmón fresco, salpimiéntalo y cocínalo brevemente en una cazuela con un chorrito de aceite.",5
"Retira el salmón, deja que se temple, desmenúzalo y resérvalo Añade un poco más de aceite a la cazuela donde has cocinado el salmón, agrega la harina y rehógala un poco.",5
"Vierte la leche poco a poco, sazona y cocina la bechamel durante 8-10 minutos Incorpora el salmón fresco y el salmón ahumado picadito y mezcla bien.",5
"Pica el eneldo finamente, agrégalo y mezcla Pon a punto de sal Retira la cazuela del fuego y añade la yema de huevo Mezcla bien.",5
"Pasa la masa a una fuente, cúbrela con film transparente y deja que se enfríe Corta la masa en cuadrados, pásalos por harina, huevo batido y pan rallado y fríelos en una sartén con abundante aceite.",5
"Dicen que allá por el siglo XII, los antiguos peregrinos sabían que estaban llegando a Santiago de Compostela cuando, desfallecidos y hambrientos, desde los montes cercanos notaban ya el delicioso olor de las empanadas.",5
"Se convertía así la empanada en una sabrosa Guía del Camino y apetitoso aliciente para volver a peregrinar Y tanta fama llegó a tener que hasta el Mestre Mateo la plasmó en el Pórtico de la Gloria, en la famosa catedral de Santiago de Compostela.",5
Empanada gallega de mejillones arrabiata o con salsa de tomate picante Suena bien ¿eh Pues os aseguro que sabe mejor Esta receta es una adaptación de la tradicional empanada de mejillones de toda la vida con un giro italiano que le da un toque picantón maravilloso y que no defrauda.,5
"INGREDIENTES 3 cebollas 4 dientes de ajo 3 hojas de albahaca fresca 6 cayenas enteras (5 g) 8 cucharadas de aceite de oliva virgen extra 1 lata de tomate entero pelado (sin el agua) 3 kg de mejillones (con cáscara) 1 cucharadita de varias hierbas aromáticas (tomillo, orégano y perejil) y sal al gusto 600 g de masa de empanada gallega (ver receta en página 69) PREPARACIÓN DEL COMPANGO DE MEJILLONES CON TOMATE Lo fundamental para que esta receta sea un éxito son sus ingredientes: por un lado, la masa de pan y, por otro, que los mejillones sean gallegos y de calidad.",5
Vienen del cultivo en bateas en las rías gallegas y hay que aprovechar cuando están de temporada desde octubre hasta marzo 1 Lavamos muy bien los mejillones en agua fría y quitamos todas las impurezas.,5
"Ponemos a calentar un vaso de agua en la cazuela y cuando el agua empiece a hervir añadimos una hija de laurel y a continuación los mejillones Añadimos un chorro generoso de vino blanco, ribeiro o albariño.",5
"2 Los dejamos cociendo 3 minutillos y en cuanto estén todos abiertos los retiramos con una espumadera Dejamos enfriar y reservamos en un plato El agua de la cocción no la vamos a tirar, la colamos y dejamos en un vaso.",5
3 Sacamos los mejillones ayudados por un buen cuchillo Arrastramos todo el mejillón hasta que quede el interior limpio Limpiamos bien los filamentos y las conchas rotas que se quedan pegados al mejillón.,5
"Reservamos pues ya están perfectos para añadir al final de la preparación de la salsa de tomate arrabbiata 4 Introducimos en una cazuela el aceite de oliva virgen extra y cuando esté caliente echamos las 3 cebollas en juliana fina, es decir, en tiras finitas.",5
Las pasamos unos 8 minutos a fuego medio hasta que queden transparentes y pochaditas Retiramos de la cazuela a una fuente y ya tenemos la primera capa del compango de la empanada.,5
"5 Abrimos la lata de tomates enteros pelados y retiramos el exceso de líquido, el agua de tomate, ya que en este caso solo vamos a utilizar la pulpa.",5
"6 Pelamos los ajos y fileteamos finamente En la misma cazuela de la cebolla, añadimos un poco más de aceite y calentamos Añadimos los ajos fileteados y las cayenas abiertas por la mitad.",5
"Doramos los ingredientes Cuando comiencen a tener color, introducimos los tomates y los partimos por la mitad con una cuchara de madera Dejamos pochando hasta que reduzcan a la mitad, unos 15 minutos a fuego medio.",5
"Añadimos una cucharadita de azúcar para reducir acidez, una pizca de sal, la albahaca picada y las especias Removemos todo bien juntando sabores 7 Probamos el relleno y rectificamos de sal, aunque lo más seguro es que no haga falta.",5
"Removemos unos minutos, añadimos los mejillones, juntamos con la salsa y apartamos del fuego 8 Dejamos que se enfríe y apartamos el aceite sobrante en un vaso.",5
Es importante quitar el exceso de aceite para que el relleno quede jugoso; lo emplearemos en la preparación de la masa.,5
"PREPARACIÓN DE LA MASA DE EMPANADA Ya tenemos el compango o rustido enfriándose, el aceite sobrante en el vaso y ahora podemos preparar la masa con los ingredientes y el procedimiento que se indican en la receta de la página 69 PREPARACIÓN DE LA EMPANADA 1.",5
Dividimos la masa de la empanada en dos partes similares Las amasamos otra vez en dos bolas de masa para poder trabajar bien con ellas.,5
2 Enharinamos la encimera de la cocina y estiramos la masa con el rodillo Hacemos la base que tendrá el tamaño de la bandeja de horno.,5
La estiraremos lo más fina posible con ayuda del rodillo Ponemos sobre la bandeja un trozo de papel para horno o parafinado y encima la base cortando el sobrante si fuera preciso.,5
"3 Añadimos primero una capa de cebolla, encima la salsa con los mejillones escurrida de aceite y la extendemos por toda la base No debe quedar ningún hueco, queremos que cualquier trozo que cortemos tenga mejillones.",5
"Es muy importante que el relleno este frío para que la masa aguante bien 4 Tapamos con la otra mitad bien estirada y la sellamos por los bordes trenzando la parte inferior sobre la superior, de derecha a izquierda y luego presionando.",5
"5 Hacemos un pequeño agujero en el centro para que respire la empanada y con un tenedor pinchamos por distintas zonas, así no se hinchará.",5
Adornamos con tiras o cordones de la pasta sobrante Pintamos la empanada con aceite de oliva con una brocha de cocinar 6.,5
"Precalentamos durante 5 minutos el horno a 180 °C y luego metemos la empanada a la misma temperatura, primero en la parte de abajo del horno (unos 20 minutos) y luego otros 15-20 minutos en el centro Cuando esté bien doradita la sacamos.",5
¡Y al fin la empanada Tened cuidado al sacarla de la bandeja porque aún estará caliente y es fácil que se rompa Cortadla con una buena tijera cuando este templada.,5
Las fabes asturianas son una de las recetas de cuchara que más gustan en España.,5
"Mi primer contacto con la fabada asturiana fue en casa de mi amigo Pablo Acebo en una festividad de San Mateo, donde su padre nos preparó una de las mejores fabadas que he probado nunca, cociendo lentamente toda la mañana.",5
"Y luego, como es obligatorio en San Mateo, estuvimos toda la tarde saliendo de sidras Claro que con semejante homenaje el alcohol apenas nos afectó (ya sabéis el secreto de los asturianos).",5
"La forma de cocinar este plato es simple, aunque no fácil Varios factores pueden echar a perder la receta: no desalar bien las carnes, cocer a fuego fuerte, que el agua empleada no reúna las condiciones necesarias.",5
"Pero lo más importante son sus ingredientes Al igual que en la cocina gallega, la asturiana tiene una materia prima de excelente calidad que ayuda a que sea de las más apreciadas de España.",5
"Fabes hay muchas, pero como las asturianas ninguna Es una receta sencilla en la que priman ingredientes de gran calidad y un tiempo de cocción bastante lento.",5
Una receta hecha con cariño INGREDIENTES 500 g de fabes de la granja 250 g de panceta curada 2 chorizos asturianos 2 morcillas asturianas agua 200 g de hueso de jamón sal (al gusto) 3 hebras de azafrán ANTES DE COCINAR 1.,5
Uno de los pasos importantes es la elección de las fabes o fabas (en Galicia) Yo utilizo la más típica en la fabada: las fabes «de la granja» que se encuentran en cualquier supermercado.,5
"Son una variedad suave y mantecosa apropiada para esta receta Asturias cultiva esta variedad a lo largo y ancho de su territorio y se caracteriza por tener un gran sabor y una suave textura tras su cocción, todo un tesoro gastronómico.",5
"2 Extendemos las fabes sobre una superficie plana y desechamos aquellas que estén dañadas Las lavamos para quitar impurezas 3 Las dejamos en un cuenco con agua fría en remojo durante la noche, normalmente 12 horas.",5
"No es necesario echar sal a la hora del remojo Al día siguiente las escurrimos y apartamos hasta el momento de prepararlas 4 Ponemos en remojo, en agua templada, la panceta curada y el hueso de jamón desde la noche anterior a la preparación de las fabes.",5
"PREPARACIÓN DE LAS FABES 1 Añadimos en una cazuela, a ser posible baja y ancha (si es de barro mejor), las fabes con el agua de remojo y cubrimos con ese agua hasta que quede un par de dedos por encima de las mismas.",5
"Removemos otra vez para que se junte todo bien y calentamos a fuego alto hasta que rompa a hervir 2 Cuando empiece a hervir introducimos la panceta, los chorizos, el hueso de jamón y las morcillas (previamente pinchadas para evitar que revienten).",5
Procurad que las morcillas y los chorizos permanezcan siempre en la parte superior para evitar posibles roturas que nos estropearían la fabada 3 Espumamos durante unos minutos (retiramos la espuma que normalmente contiene impurezas y a la vez desgrasamos un poco el caldo).,5
4 Cuando lleve media hora cociendo a fuego alto le añadimos las hebras de azafrán diluidas en un poco de caldo caliente de la cazuela.,5
"5 Bajamos la temperatura de cocción y añadimos sal al gusto Es importante probar el caldo, ya que hemos echado el hueso de jamón y pueden quedar saladas.",5
6 Dejamos que las fabes se cocinen lentamente a temperatura baja durante 2 horas removiendo de vez en cuando con una cuchara de madera sin romperlas.,5
"Durante estas dos horas, añadimos agua fría en dos ocasiones para «asustar» las fabes (rompe el hervor y ayuda a su perfecta cocción) 7 Probamos las fabes para ver si ya están tiernas y rectificamos de sal.",5
"Una vez tiernas, apartamos del fuego y dejamos reposar 1 hora aproximadamente 8 A continuación retiramos los chorizos, la morcilla, la panceta y los huesos de jamón.",5
"Preparamos la carne, cortando los embutidos en rodajas generosas Troceamos la panceta y aprovechamos la carne del hueso Reservamos para la presentación 9 Para emplatar lo mejor es un plato hondo con la fabada y la carne encima.",5
"Así de fácil Recordad que la fabada está mejor de un día para otro y si encima conseguís hacerla en cazuela de barro, está de morirse.",5
"Esta es una receta de lentejas al estilo tradicional, una receta de abuela Es sencilla pero digna de reyes, o a mí me lo parece.",5
"La verdad es que nada más rico que unas lentejas para el comienzo del frío, que además de ser riquísimas, son supernutritivas Sin duda uno de mis platos favoritos para el otoño.",5
"Hay gente que las hace sin remojo, con olla exprés, que si le echa laurel, que si el tomate mejor que el pimentón Yo os presento las que llevo haciendo desde que recuerdo, explicando por detalle de que mi madre les echaba pepinillos.",5
"A mí no me gusta su sabor en este plato, pero ya os digo cada casa tiene una receta distinta a la del vecino, cada cocinero su variante y, en resumen, lo más importante es comer legumbres por lo menos una vez a la semana.",5
"Aportan minerales, sobre todo hierro, vitaminas, fibra, proteínas un sinfín de nutrientes que hacen de este guiso un plato imprescindible en cada casa.",5
"No a todo el mundo le gustan, como dice el refrán «El que quiera las coma y el que no, las deja», pero creo que es importante educar a nuestros niños desde pequeños para que les guste este guiso e introducirlo en la dieta diaria.",5
"Aunque lleve su tiempo otro punto a favor es que puedes hacer una cazuela de lentejas (las medidas que utilizo siempre son para más de cinco personas) y congelarlas, siempre y cuando no les añadas INGREDIENTES 500 g de lentejas pardinas extra 1 pimiento verde 4 zanahorias grandes 2 dientes de ajo 2 cebollas grandes 1 hoja de laurel 1 cucharada de pimentón de La Vera sal y pimienta (al gusto) 4 cucharadas de aceite de oliva 2 tomates grandes 1 hueso de caña 2 chorizos 1 morcilla ¼ de hueso de jamón ANTES DE COCINAR 1.",5
"Uno de los pasos importantes es la elección de las lentejas Yo utilizo la más común: la lenteja pardina extra, que se encuentra en cualquier mercado o supermercado.",5
"Lo mejor de esta clase de lentejas es que no necesita remojo previo a su cocción, aunque yo lo suelo hacer para ahorrar tiempo de cocción 2.",5
"Echamos las lentejas en un cuenco con agua fría y las dejamos en remojo durante la noche, normalmente 12 horas No es necesario echar sal.",5
"Si por cualquier razón no tuvieseis tiempo las podéis hacer directamente, siempre que sean pardinas y no os olvidéis de lavarlas para quitar impurezas Únicamente recordad cocerlas durante media hora más.",5
"3 Al día siguiente de ponerlas en remojo retiramos las lentejas que estén flotando en el agua, porque suelen no estar aptas para preparar el guiso.",5
"Las escurrimos y apartamos hasta el momento de prepararlas PREPARACIÓN DE LAS LENTEJAS 1 Picamos la cebolla, el ajo y el pimiento en trozos muy pequeños para que se vayan deshaciendo en la cocción.",5
"Al final de la cocción casi no notaremos la textura de ninguno de estos ingredientes, pero sí su sabor Como el ajo a muchas personas no les gusta encontrarlo en el plato, podéis echarlo entero y retirarlo a mitad de la cocción.",5
"2 Pelamos las zanahorias y los tomates Mucha gente suele picar la zanahoria para que no quede dura en la cocción, depende del gusto de cada uno, pero os puedo asegurar que en 1 hora y 30 minutos queda perfecta.",5
"Troceamos los tomates en dos partes 3 En una cazuela, echamos un chorrito de aceite, las cebollas y los dientes de ajo Sofreímos todo durante 10 minutos para que se mezclen bien los sabores.",5
"Añadimos el pimiento, el tomate y la hoja de laurel Sofreímos también durante 2-3 minutos 4 Añadimos los huesos (jamón y caña) y una cucharada generosa de pimentón de La Vera.",5
"Removemos con una cuchara de madera y echamos las lentejas ya escurridas Removemos otra vez para que se junte todo bien (3 minutillos) 5 Cubrimos con agua fría (importante, esta es la clave).",5
"Recordad que tenéis que añadir más ingredientes A mí me gusta espesas ponerlas con poco de agua, ya que luego siempre podéis rectificar con agua caliente (para no romper la cocción).",5
"6 Dejamos que empiecen a hervir y espumamos durante unos minutos (retiramos la espuma, normalmente contiene impurezas, parte de la carne) 7 Cuando lleve media hora cociendo le añadimos sal y pimienta al gusto.",5
Es importante añadir el caldo ya que hemos echado jamón y las lentejas pueden quedar 8.,5
"Añadimos 2 chorizos y 1 morcilla (no suelo echar panceta ni tocino, porque no me comemos, pero le dan buen sabor) y dejamos que cocinen lentamente a temperatura media durante la siguiente media hora removiendo de vez en cuando con una cuchara de madera.",5
"A continuación retiramos los chorizos, la morcilla y los huesos para que las lentejas queden menos pesadas y la última media hora las cocinamos a fuego lento probando de vez en cuando por si no necesitan más cocción 9.",5
"Otra opción es hacerlas en la olla exprés (aunque me gustan más a cocción lenta, alguna que otra vez las he hecho así, depende del tiempo que tengas) Cocinaremos unos 12 minutos si es una olla superrápida, o 25 minutos si es normal.",5
"Podemos abrirla 5 minutos antes del tiempo (dejando reposar antes de abrirla para ver cómo están), y si es necesario cerrad y seguid la cocción No tengáis miedo a la olla exprés.",5
"10 Para emplatar, lo mejor es un plato hondo con el guiso de lentejas y el chorizo encima en rodajas, así de fácil A mí me gusta la zanahoria entera pero la podéis trocear.",5
"Cuando preparamos en casa alguna receta de pasta, muchas veces decidimos acompañarla con una salsa pesto Normalmente, cuando hablamos de pesto, la mayoría cree que se trata de pesto verde, preparado con albahaca, que le confiere ese preciado color.",5
"Sin embargo, lo que muchos no saben es que el pesto rosso está igual de delicioso, o incluso más El pesto rosso recibe varios nombres: pesto rojo, pesto di pomodoro, pesto de tomates secos o pesto siciliano.",5
"Son muchas denominaciones para un pesto menos popular que el pesto genovés, pero igualmente muy fácil de preparar, muy versátil y sabroso Este pesto tiene como ingrediente principal el tomate seco, aunque podemos encontrar recetas de pesto con tomates frescos, como el pesto trapanese.",5
"El resto de ingredientes de esta salsa depende en gran medida de cada casa, e incluso de la zona de Italia donde se prepare Esta receta es mucho menos rigurosa que el pesto verde, y además admite muchas variaciones, entre ellas está.",5
"La que aparece aquí me la pasó una buena amiga italiana, Chiara; en su casa, la preparan con un toque de lima que queda ideal con la acidez del vinagre de Módena.",5
"Sin embargo, he visto muchas y muy variadas recetas de pesto rojo, desde la más básica con tomates secos, ajo, queso, piñones y albahaca, hasta las que incluyen pimientos asados, pimientos o tomates pera en conserva, anchoas, orégano, alcaparras.",5
"e incluso otras que sustituyen los piñones por nueces, almendras o avellanas Esta receta se puede preparar con mortero o sin él La clásica, como la del pesto verde, se elabora con mortero o pestello.",5
"Aquí ofrecemos las dos formas de preparación para que los más puristas puedan hacer la receta original De hecho, con cada una de ellas se obtiene una textura ligeramente distinta.",5
"INGREDIENTES 12 tomates secos (en aceite de oliva) 100 ml de aceite de oliva virgen extra 2 dientes de ajo 2 cucharadas de queso parmesano 10 hojas de albahaca fresca 20 g de piñones vinagre balsámico de Módena 1 peperoncino, guindilla o cayena (opcional) unas gotas de zumo de limón o lima 1.",5
"Para preparar este tipo de pesto, es necesario emplear tomates secos, ya que son la base de la receta Además, si se conservan en aceite de oliva, nos permitirán aprovechar también el aceite.",5
"Si los tomates secos no se conservan en aceite de oliva, tendremos que ponerlos en remojo unas horas en agua para que se ablanden Si empleamos agua muy caliente, aceleraremos el proceso.",5
"Para ello, los dejamos en remojo durante 20 minutos, o hasta que estén blandos A continuación, los escurrimos y los secamos con papel absorbente para eliminar el exceso de agua.",5
"2 Después, ponemos los tomates secos hidratados en un recipiente o bote de cristal y los cubrimos con aceite de oliva.",5
"Hay que tener en cuenta que el aceite de oliva que usemos para preparar el pesto debe ser virgen extra, aunque tiene que ser suave para que su sabor no eclipse al del resto de los ingredientes 3.",5
"A continuación, cerramos bien el envase y lo dejamos macerar como mínimo 24 horas.",5
"Se trata de un proceso un poco laborioso, sobre todo si tenemos prisa, aunque lo cierto es que también los podemos comprar en cualquier supermercado o gran superficie, ya que los venden en botes de cristal listos para usarlos en esta salsa u otras recetas italianas 4.",5
"Tostamos un poco los piñones en una sartén sin ningún tipo de materia grasa para que liberen todos sus aceites, así como su aroma y su sabor Además, al dorar los piñones, la salsa adquiere un sabor mucho más intenso.",5
"5 Si deseamos preparar el pesto rosso como en Italia, debemos emplear el mortero, o pestello, y tener un poco de paciencia Es más complicado que elaborar pesto verde, puesto que los tomates suelen estar un poco duros.",5
"Para ello, majamos con una pizca de sal los ajos pelados y picados Añadimos las hojas de albahaca fresca bien lavadas y sin los tallos, así como los piñones ligeramente tostados, los tomates y un chorrito de vinagre balsámico de Módena.",5
"6 Estará lista cuando se haya formado una pasta suave y homogénea Si queda muy densa, podemos añadir un poco de jugo de una lima o limón.",5
Unas gotas son suficientes para aportar un toque de acidez que acompaña al vinagre y que es perfecto para que se fusionen bien los ingredientes 7.,5
"Si deseamos un toque picante, podemos añadir un peperoncino, una guindilla o una cayena Aunque es un ingrediente opcional, da mucha vida a la salsa.",5
"8 Cuando tengamos la pasta, vertemos poco a poco un chorro de aceite de oliva virgen extra de calidad (el aceite de los propios tomates es perfecto para la salsa) y removemos con la mano del mortero hasta que obtengamos una pasta espesa, uniforme y fina.",5
"9 Rallamos el queso parmesano y lo añadimos a la salsa A continuación, mezclamos bien con el resto de ingredientes Las variaciones de esta salsa en cada casa o región de Italia vienen dadas por el queso que cada uno suele usar.",5
"El clásico es el parmesano, aunque el pecorino o el pecorino sardo son excelentes Para finalizar probamos el pesto y rectificamos de sal si fuera necesario.",5
"Una vez preparado el pesto se puede utilizar tal cual, aunque si se conserva en un recipiente bien cerrado durante unas cuantas horas se potencia la intensidad de los sabores Lo mejor es guardarlo en la nevera y dejar que repose una noche para que sabor se intensifique.",5
"Cuando esté listo, se puede conservar hasta 15 días en la nevera Esta salsa no solo es perfecta con las recetas italianas, sino que también se puede utilizar con patatas, pasta, barbacoas, así como con algún pescado o incluso con verduras.",5
"PESTO ROSSO PREPARADO EN LA PICADORA Si lo preparamos con la picadora (solo es pecado venial y es más rápido), colocamos todo en un cuenco y trituramos hasta que quede una pasta parecida a un puré o salsa ligera.",5
"Podemos añadir un poco más de aceite hasta obtener la textura y densidad deseada, según el uso que se le vaya a dar Recuerda picar bien la albahaca para que no se enrede en las cuchillas de la batidora.",5
"Pese a que un potaje suele ser un plato a base de verduras y legumbres, en casa es raro que no incluyamos entre sus ingredientes algún tipo de proteína animal cuando preparamos esta receta.",5
"No obstante, este es un potaje 100% vegetal, un potaje de garbanzos y verduras sencillo y muy sabroso A lo largo de la geografía española existen múltiples momentos y tradiciones en los que el potaje es el protagonista.",5
"Los potajes forman parte de nuestra cultura gastronómica ya sea en cuaresma, con el potaje de vigilia a base de espinacas y bacalao, o en otros momentos.",5
"Así, tenemos el potaje o puchero canario; el gallego, de grelos y chorizo; o los clásicos de garbanzos con espinacas, o guisantes con chorizo o con alubias, arroz y acelgas Esta receta es totalmente vegetal, pero no por ello deja de tener fundamento.",5
La cocción de los garbanzos con un buen caldo y una cantidad generosa de verduras cocinadas en ese caldo darán a este plato de cuchara todo el sabor para conseguir una receta de primera.,5
"Para preparar esta receta me he decantado por verduras de temporada: espinacas, tomates, judías, zanahorias y puerro, aunque lo cierto es que siempre podemos adaptar la receta a nuestros gustos o a los productos que encontremos en el mercado.",5
"La base es contar siempre con ingredientes frescos y de temporada y cocinar las legumbres con un buen acompañamiento Así conseguiremos un plato de cuchara de los que nos hacen disfrutar de la comida sin aportar un exceso de grasa y, por tanto, de calorías.",5
"Se trata de una receta saludable y sabrosa, perfecta tanto para niños como para mayores.",5
INGREDIENTES 400 g de garbanzos 2 cebollas 7 dientes de ajo 4 zanahorias 200 g de judías verdes 200 g de salsa de tomate 200 g de espinacas 1 hoja de laurel pimienta negra molida aceite de oliva virgen extra 1.,5
"Primero, ponemos los garbanzos en remojo durante unas 12 horas A continuación, desechamos el agua del remojo y los reservamos 2 Cocemos los garbanzos.",5
"Para ello, pelamos 1 cebolla, la cortamos por la mitad y la ponemos en una olla con 5 dientes de ajo pelados, 1 hoja de laurel, sal y un manojo de perejil.",5
"Cuando el agua alcance el punto de ebullición, añadimos los garbanzos escurridos y los cocemos durante 1 hora 30 minutos 3 Mientras se cocinan los garbanzos, calentamos un chorrito de aceite de oliva en una sartén.",5
"Picamos la otra cebolla y los dientes de ajo restantes, y los rehogamos en el aceite durante unos 10 minutos 4 Cuando las hortalizas estén blandas, añadimos la zanahoria cortada en dados y proseguimos la cocción 10 minutos más a fuego lento.",5
"Incorporamos el puerro troceado y continuamos sofriendo durante 10 minutos más 5 A continuación, agregamos la salsa de tomate y salpimentamos Dejamos que los sabores de los ingredientes se fusionen durante unos 5 minutos y apagamos el fuego.",5
"6 Cuando haya finalizado la cocción de los garbanzos, añadimos el sofrito de verduras a la olla, junto con las judías verdes troceadas y las espinacas.",5
"Proseguimos la cocción de las verduras con las legumbres durante 1 hora más, o hasta que los garbanzos estén tiernos Servimos este potaje bien caliente.",5
Salsa de tomate frito casero: ¿Qué os viene a la cabeza A mí me recuerda a los botes de salsa de tomate de mi madre que prepara todos los años con la enorme producción de tomate que cultiva en Viñoas.,5
"Su sabor es increíble, no se puede comparar a ninguna marca que podáis comprar en el supermercado y, además de rico, natural.",5
"Desde que estoy en Madrid los sábados suelo comer con mi chica en casa de su abuela Pilar, ella hace otro tipo de salsa de tomate, distinta pero igual de increíble que la de mi madre.",5
"Dos formas distintas para una misma salsa, que encima es mi salsa preferida y la añado a casi todo Ayer a unas lentejas, otro día con un poco de pasta, pizza, pescado, pollo.",5
"o incluso sola con un buen trozo de pan; es una salsa polivalente al 100% Tanto me gusta que este año me he decidido a preparar mi propia salsa de tomate frito, con una receta que resulta de la combinación de dos maneras sabias de preparar esta salsa.",5
"Para que sea excelente la salsa de tomate debe tener la cantidad exacta de cada ingrediente, no ser ni demasiado líquida ni muy espesa, con una proporción de acidez que no moleste pero que se note que es tomate.",5
"El tomate, si puedo, me lo traigo de Galicia puesto que la materia prima tiene que ser de gran calidad para que la salsa sea grandiosa y cuanto más maduro esté el tomate mucho mejor.",5
"Esta receta lleva su tiempo pero preparando mucha cantidad tienes para todo el año (o varios meses dependiendo de lo adictos que seáis a la salsa je, je).",5
Os recomiendo preparar de 2 a 3 litros de una sola vez Yo suelo envasarla en botes de cristal al vacío aunque si tenéis sitio en el congelador se puede congelar.,5
INGREDIENTES 3 kg de tomates maduros 3 pimientos rojos grandes 1 pimiento verde 2 dientes de ajo 2 cayenas pequeñas sal y pimienta negra recién molida (al gusto) 1 cucharada de azúcar 150 ml de aceite de oliva virgen extra 5 cebollas grandes 1.,5
Debemos elegir bien los ingredientes que vamos a emplear y tener un buen cuchillo bien afilado Lo primero es lavar muy bien los tomates y los pimientos.,5
"Vamos a aprovechar todo, incluso la piel del tomate porque nos va a ayudar a conseguir una textura muy importante para esta salsa 2 Pelamos y cortamos en juliana las cebollas y el diente de ajo en dos trozos, reservamos.",5
Añadimos una cantidad generosa de aceite de oliva virgen extra a la cazuela más grande que tengamos Calentamos y cuando el aceite esté bien caliente añadimos las cebollas y 2 cayenas enteras.,5
Bajamos el fuego a la mitad y cocinamos la cebolla durante unos 15 minutos hasta que empiece a coger un color tostado parecido a la miel Ese es el momento en el que la cebolla empieza a caramelizar y a aportar ese toque dulce a la salsa.,5
"Con la cantidad de cebollas que hemos empleado no hace falta añadir mucho azúcar a la salsa y así será menos calórica 3 Mientras se cocina la cebolla, picamos los pimientos y quitamos el rabillo de los tomates.",5
"Troceamos los tomates en cuartos, si son muy pequeños en dos Reservamos en un cuenco grande 4 Añadimos los dientes de ajo, pimientos y tomates a la cazuela, le damos potencia máxima al fuego.",5
"Removemos con cuidado mezclando todas las hortalizas para que vayan juntando todo su sabor Cuando comience a soltar líquido y burbujee bajamos a fuego medio, añadimos una hoja de laurel y dejamos que se cocine durante 30 minutos.",5
"5 Pasado ese tiempo paramos la cocción, quitamos la hoja de laurel y pasamos todo por un pasapurés Yo empleo una plantilla de agujeros pequeñitos para romper bien toda la pulpa, las semillas y piel que queden en la salsa.",5
"Obtendremos una salsa semilíquida pero con un tono rojizo que ya dan ganas de probar No os cortéis, coged un poco de pan y al buche que nos lo merecemos después de una hora de cocina.",5
De esta forma también veremos el punto de sal y si necesitamos añadir azúcar para contrarrestar la acidez del tomate 6 Como último paso ponemos la cazuela con la salsa otra vez al fuego.,5
"Yo lo dejo en el 3 de 10 puntos de temperatura Añadiremos sal, pimienta negra recién molida y azúcar La cantidad de azúcar vendrá dada por el tipo de tomate, cómo de dulce sea la cebolla y cuánto haya caramelizado al principio.",5
Con una cucharada suele ser suficiente Dejamos que la salsa reduzca líquido poco a poco: normalmente lo dejo entre una hora y hora y media.,5
"Podéis escaparos a ver la tele y relajaros en vuestro sofá; eso sí, cada 15 minutos removed para evitar que se forme mucha costra, no queremos que se queme 7.",5
Dejamos enfriar y cuando esté templada podemos envasar Yo empleo botes de cristal para luego calentar al baño María y que no se estropee con el tiempo.,5
"Os puede durar todo un año Tal como dije depende de cuánto os guste en casa la salsa de tomate UNA CURIOSIDAD La salsa de tomate tiene una sustancia muy beneficiosa: el licopeno, un pigmento que le proporciona su característico color rojo.",5
"El licopeno ayuda a prevenir el cáncer, reduce los niveles de colesterol y reduce la incidencia de ciertas dolencias de la vista.",5
"El tomate es uno de los alimentos con mayor proporción de este pigmento y se libera sobre todo al cocinarlos, por lo que los profesionales de la salud recomiendan la salsa de tomate casera como parte de nuestra dieta mediterránea.",5
"Así que solo me queda recomendaros que preparéis esta receta en casa, como siempre, os quedará de rechupete - Yo he probado alguna vez a reducir con la batidora en vez de con el pasapuré.",5
Craso error Que da un puré naranja que no tiene nada que ver con esta salsa de tomate No está mal de sabor pero lo que queremos es que nos entre tanto por su sabor como por su aspecto.,5
"- Si no os gusta el toque picante, no le añadáis la cayena En este caso la cantidad es mínima pero por supuesto es vuestra elección.",5
"- Si os queda demasiado espesa, siempre podéis añadir agua Si está demasiado líquida, alargad el tiempo de cocción y no os recomiendo en absoluto añadir harina para espesar.",5
Antipasti 4 Pizza 39 Salsas 69 Pasta 100 Risotto 162 Carne & pescado 205 Postres & cócteles 238 Recetas de cocina italiana · De Rechupete La cocina italiana es uno de los pilares de la dieta mediterránea y un referente en todo el mundo.,5
"Su éxito radica en la sencillez de sus recetas, el respeto por los ingredientes y una apuesta inconfundible por el sabor Cada plato italiano tiene el poder de reunir a la gente en torno a la mesa.",5
"En este libro digital, hemos recopilado las mejores recetas de nuestra web para sumergirte en la auténtica gastronomía italiana Aquí encontrarás desde clásicos como la lasaña o el risotto hasta opciones menos conocidas, pero igual de deliciosas.",5
"No importa si eres un cocinero experimentado o si estás dando tus primeros pasos entre fogones, cada receta te guiará paso a paso para que puedas disfrutar de la esencia de Italia en tu propia cocina Preparate gli ingredienti e iniziate a Alfonso López Alonso, creador de recetasderechupete.",5
"Risotto frutti di mare, el risotto italiano marinero 50 min Por Alfonso López Di cultad media PARA 4 5 2€/PERS 305 KCAL/100G Ingredientes Uno de los pilares de la cocina veneciana, es el arroz.",5
"A este se le unen los moluscos, crustáceos y pescados de su laguna y zona costera, con los que dan lugar a uno de los platos típicos de la cocina veneciana dentro de la gastronomía italiana, el risotto ai frutti di mare.",5
"El arroz del risotto, contiene dos tipos distintos de almidón Uno se encuentra en la super cie del grano, que se va deshaciendo en parte con la cocción.",5
